    #Energy        TDOS
    #TDOS obtained from EIGENVAL file
    -1.99667     2.65592
    -1.99167     2.57575
    -1.98667     2.49976
    -1.98167     2.42808
    -1.97667     2.36086
    -1.97167     2.29821
    -1.96667     2.24027
    -1.96167     2.18714
    -1.95667     2.13893
    -1.95167     2.09571
    -1.94667     2.05758
    -1.94167     2.02460
    -1.93667     1.99682
    -1.93167     1.97430
    -1.92667     1.95707
    -1.92167     1.94514
    -1.91667     1.93853
    -1.91167     1.93724
    -1.90667     1.94126
    -1.90167     1.95054
    -1.89667     1.96507
    -1.89167     1.98478
    -1.88667     2.00960
    -1.88167     2.03947
    -1.87667     2.07429
    -1.87167     2.11395
    -1.86667     2.15835
    -1.86167     2.20734
    -1.85667     2.26080
    -1.85167     2.31856
    -1.84667     2.38047
    -1.84167     2.44633
    -1.83667     2.51596
    -1.83167     2.58915
    -1.82667     2.66570
    -1.82167     2.74537
    -1.81667     2.82793
    -1.81167     2.91314
    -1.80667     3.00072
    -1.80167     3.09043
    -1.79667     3.18198
    -1.79167     3.27510
    -1.78667     3.36948
    -1.78167     3.46484
    -1.77667     3.56087
    -1.77167     3.65726
    -1.76667     3.75371
    -1.76167     3.84990
    -1.75667     3.94551
    -1.75167     4.04023
    -1.74667     4.13374
    -1.74167     4.22573
    -1.73667     4.31587
    -1.73167     4.40388
    -1.72667     4.48943
    -1.72167     4.57224
    -1.71667     4.65202
    -1.71167     4.72847
    -1.70667     4.80134
    -1.70167     4.87036
    -1.69667     4.93528
    -1.69167     4.99587
    -1.68667     5.05190
    -1.68167     5.10318
    -1.67667     5.14950
    -1.67167     5.19070
    -1.66667     5.22662
    -1.66167     5.25713
    -1.65667     5.28210
    -1.65167     5.30143
    -1.64667     5.31505
    -1.64167     5.32291
    -1.63667     5.32495
    -1.63167     5.32116
    -1.62667     5.31155
    -1.62167     5.29614
    -1.61667     5.27496
    -1.61167     5.24809
    -1.60667     5.21560
    -1.60167     5.17760
    -1.59667     5.13420
    -1.59167     5.08555
    -1.58667     5.03179
    -1.58167     4.97309
    -1.57667     4.90964
    -1.57167     4.84163
    -1.56667     4.76928
    -1.56167     4.69281
    -1.55667     4.61244
    -1.55167     4.52843
    -1.54667     4.44103
    -1.54167     4.35048
    -1.53667     4.25705
    -1.53167     4.16100
    -1.52667     4.06261
    -1.52167     3.96215
    -1.51667     3.85989
    -1.51167     3.75609
    -1.50667     3.65102
    -1.50167     3.54496
    -1.49667     3.43816
    -1.49167     3.33087
    -1.48667     3.22335
    -1.48167     3.11584
    -1.47667     3.00857
    -1.47167     2.90177
    -1.46667     2.79566
    -1.46167     2.69043
    -1.45667     2.58629
    -1.45167     2.48342
    -1.44667     2.38200
    -1.44167     2.28218
    -1.43667     2.18412
    -1.43167     2.08795
    -1.42667     1.99380
    -1.42167     1.90178
    -1.41667     1.81199
    -1.41167     1.72453
    -1.40667     1.63947
    -1.40167     1.55688
    -1.39667     1.47681
    -1.39167     1.39930
    -1.38667     1.32440
    -1.38167     1.25211
    -1.37667     1.18246
    -1.37167     1.11545
    -1.36667     1.05108
    -1.36167     0.98932
    -1.35667     0.93017
    -1.35167     0.87360
    -1.34667     0.81956
    -1.34167     0.76803
    -1.33667     0.71896
    -1.33167     0.67229
    -1.32667     0.62797
    -1.32167     0.58594
    -1.31667     0.54615
    -1.31167     0.50853
    -1.30667     0.47301
    -1.30167     0.43952
    -1.29667     0.40799
    -1.29167     0.37836
    -1.28667     0.35055
    -1.28167     0.32450
    -1.27667     0.30013
    -1.27167     0.27737
    -1.26667     0.25616
    -1.26167     0.23642
    -1.25667     0.21810
    -1.25167     0.20112
    -1.24667     0.18543
    -1.24167     0.17096
    -1.23667     0.15766
    -1.23167     0.14548
    -1.22667     0.13436
    -1.22167     0.12426
    -1.21667     0.11513
    -1.21167     0.10693
    -1.20667     0.09961
    -1.20167     0.09315
    -1.19667     0.08751
    -1.19167     0.08267
    -1.18667     0.07859
    -1.18167     0.07526
    -1.17667     0.07266
    -1.17167     0.07078
    -1.16667     0.06960
    -1.16167     0.06912
    -1.15667     0.06934
    -1.15167     0.07026
    -1.14667     0.07188
    -1.14167     0.07422
    -1.13667     0.07728
    -1.13167     0.08108
    -1.12667     0.08564
    -1.12167     0.09099
    -1.11667     0.09715
    -1.11167     0.10415
    -1.10667     0.11203
    -1.10167     0.12082
    -1.09667     0.13057
    -1.09167     0.14132
    -1.08667     0.15312
    -1.08167     0.16602
    -1.07667     0.18008
    -1.07167     0.19534
    -1.06667     0.21187
    -1.06167     0.22974
    -1.05667     0.24900
    -1.05167     0.26972
    -1.04667     0.29197
    -1.04167     0.31581
    -1.03667     0.34133
    -1.03167     0.36859
    -1.02667     0.39766
    -1.02167     0.42863
    -1.01667     0.46155
    -1.01167     0.49650
    -1.00667     0.53356
    -1.00167     0.57279
    -0.99667     0.61426
    -0.99167     0.65805
    -0.98667     0.70420
    -0.98167     0.75280
    -0.97667     0.80388
    -0.97167     0.85752
    -0.96667     0.91375
    -0.96167     0.97261
    -0.95667     1.03416
    -0.95167     1.09841
    -0.94667     1.16540
    -0.94167     1.23514
    -0.93667     1.30765
    -0.93167     1.38292
    -0.92667     1.46096
    -0.92167     1.54175
    -0.91667     1.62526
    -0.91167     1.71147
    -0.90667     1.80032
    -0.90167     1.89178
    -0.89667     1.98578
    -0.89167     2.08224
    -0.88667     2.18109
    -0.88167     2.28222
    -0.87667     2.38555
    -0.87167     2.49096
    -0.86667     2.59831
    -0.86167     2.70750
    -0.85667     2.81836
    -0.85167     2.93076
    -0.84667     3.04453
    -0.84167     3.15951
    -0.83667     3.27554
    -0.83167     3.39242
    -0.82667     3.50998
    -0.82167     3.62803
    -0.81667     3.74637
    -0.81167     3.86482
    -0.80667     3.98317
    -0.80167     4.10123
    -0.79667     4.21881
    -0.79167     4.33570
    -0.78667     4.45171
    -0.78167     4.56666
    -0.77667     4.68036
    -0.77167     4.79264
    -0.76667     4.90332
    -0.76167     5.01224
    -0.75667     5.11924
    -0.75167     5.22419
    -0.74667     5.32695
    -0.74167     5.42740
    -0.73667     5.52544
    -0.73167     5.62097
    -0.72667     5.71391
    -0.72167     5.80420
    -0.71667     5.89180
    -0.71167     5.97667
    -0.70667     6.05879
    -0.70167     6.13816
    -0.69667     6.21481
    -0.69167     6.28875
    -0.68667     6.36005
    -0.68167     6.42877
    -0.67667     6.49498
    -0.67167     6.55878
    -0.66667     6.62027
    -0.66167     6.67959
    -0.65667     6.73685
    -0.65167     6.79221
    -0.64667     6.84582
    -0.64167     6.89785
    -0.63667     6.94845
    -0.63167     6.99783
    -0.62667     7.04614
    -0.62167     7.09359
    -0.61667     7.14035
    -0.61167     7.18662
    -0.60667     7.23259
    -0.60167     7.27843
    -0.59667     7.32433
    -0.59167     7.37046
    -0.58667     7.41700
    -0.58167     7.46409
    -0.57667     7.51189
    -0.57167     7.56055
    -0.56667     7.61017
    -0.56167     7.66088
    -0.55667     7.71277
    -0.55167     7.76593
    -0.54667     7.82041
    -0.54167     7.87627
    -0.53667     7.93354
    -0.53167     7.99223
    -0.52667     8.05233
    -0.52167     8.11382
    -0.51667     8.17665
    -0.51167     8.24075
    -0.50667     8.30605
    -0.50167     8.37245
    -0.49667     8.43982
    -0.49167     8.50802
    -0.48667     8.57691
    -0.48167     8.64631
    -0.47667     8.71603
    -0.47167     8.78587
    -0.46667     8.85562
    -0.46167     8.92505
    -0.45667     8.99393
    -0.45167     9.06200
    -0.44667     9.12900
    -0.44167     9.19468
    -0.43667     9.25876
    -0.43167     9.32097
    -0.42667     9.38102
    -0.42167     9.43865
    -0.41667     9.49356
    -0.41167     9.54549
    -0.40667     9.59415
    -0.40167     9.63927
    -0.39667     9.68059
    -0.39167     9.71785
    -0.38667     9.75080
    -0.38167     9.77919
    -0.37667     9.80281
    -0.37167     9.82142
    -0.36667     9.83482
    -0.36167     9.84282
    -0.35667     9.84525
    -0.35167     9.84194
    -0.34667     9.83274
    -0.34167     9.81754
    -0.33667     9.79622
    -0.33167     9.76869
    -0.32667     9.73488
    -0.32167     9.69473
    -0.31667     9.64821
    -0.31167     9.59530
    -0.30667     9.53602
    -0.30167     9.47037
    -0.29667     9.39841
    -0.29167     9.32020
    -0.28667     9.23582
    -0.28167     9.14537
    -0.27667     9.04896
    -0.27167     8.94673
    -0.26667     8.83883
    -0.26167     8.72543
    -0.25667     8.60671
    -0.25167     8.48287
    -0.24667     8.35413
    -0.24167     8.22069
    -0.23667     8.08281
    -0.23167     7.94073
    -0.22667     7.79470
    -0.22167     7.64500
    -0.21667     7.49189
    -0.21167     7.33566
    -0.20667     7.17658
    -0.20167     7.01497
    -0.19667     6.85109
    -0.19167     6.68526
    -0.18667     6.51778
    -0.18167     6.34893
    -0.17667     6.17901
    -0.17167     6.00833
    -0.16667     5.83716
    -0.16167     5.66580
    -0.15667     5.49454
    -0.15167     5.32363
    -0.14667     5.15337
    -0.14167     4.98400
    -0.13667     4.81579
    -0.13167     4.64897
    -0.12667     4.48378
    -0.12167     4.32045
    -0.11667     4.15918
    -0.11167     4.00019
    -0.10667     3.84366
    -0.10167     3.68976
    -0.09667     3.53867
    -0.09167     3.39053
    -0.08667     3.24550
    -0.08167     3.10369
    -0.07667     2.96521
    -0.07167     2.83018
    -0.06667     2.69868
    -0.06167     2.57079
    -0.05667     2.44656
    -0.05167     2.32606
    -0.04667     2.20932
    -0.04167     2.09637
    -0.03667     1.98723
    -0.03167     1.88190
    -0.02667     1.78038
