    #Energy        TDOS
    #TDOS obtained from EIGENVAL file
    -5.19301    12.85943
    -5.18801    13.25968
    -5.18301    13.66536
    -5.17801    14.07637
    -5.17301    14.49260
    -5.16801    14.91395
    -5.16301    15.34030
    -5.15801    15.77157
    -5.15301    16.20763
    -5.14801    16.64838
    -5.14301    17.09372
    -5.13801    17.54354
    -5.13301    17.99772
    -5.12801    18.45615
    -5.12301    18.91871
    -5.11801    19.38528
    -5.11301    19.85574
    -5.10801    20.32994
    -5.10301    20.80776
    -5.09801    21.28903
    -5.09301    21.77360
    -5.08801    22.26131
    -5.08301    22.75196
    -5.07801    23.24538
    -5.07301    23.74135
    -5.06801    24.23964
    -5.06301    24.74004
    -5.05801    25.24227
    -5.05301    25.74607
    -5.04801    26.25114
    -5.04301    26.75719
    -5.03801    27.26387
    -5.03301    27.77085
    -5.02801    28.27774
    -5.02301    28.78417
    -5.01801    29.28972
    -5.01301    29.79395
    -5.00801    30.29642
    -5.00301    30.79666
    -4.99801    31.29417
    -4.99301    31.78845
    -4.98801    32.27897
    -4.98301    32.76520
    -4.97801    33.24658
    -4.97301    33.72254
    -4.96801    34.19252
    -4.96301    34.65592
    -4.95801    35.11216
    -4.95301    35.56065
    -4.94801    36.00080
    -4.94301    36.43202
    -4.93801    36.85372
    -4.93301    37.26533
    -4.92801    37.66629
    -4.92301    38.05605
    -4.91801    38.43408
    -4.91301    38.79987
    -4.90801    39.15294
    -4.90301    39.49282
    -4.89801    39.81910
    -4.89301    40.13138
    -4.88801    40.42929
    -4.88301    40.71253
    -4.87801    40.98082
    -4.87301    41.23392
    -4.86801    41.47165
    -4.86301    41.69387
    -4.85801    41.90048
    -4.85301    42.09144
    -4.84801    42.26678
    -4.84301    42.42654
    -4.83801    42.57084
    -4.83301    42.69986
    -4.82801    42.81380
    -4.82301    42.91295
    -4.81801    42.99761
    -4.81301    43.06816
    -4.80801    43.12501
    -4.80301    43.16862
    -4.79801    43.19949
    -4.79301    43.21817
    -4.78801    43.22524
    -4.78301    43.22130
    -4.77801    43.20701
    -4.77301    43.18302
    -4.76801    43.15004
    -4.76301    43.10878
    -4.75801    43.05996
    -4.75301    43.00432
    -4.74801    42.94261
    -4.74301    42.87558
    -4.73801    42.80397
    -4.73301    42.72852
    -4.72801    42.64997
    -4.72301    42.56903
    -4.71801    42.48641
    -4.71301    42.40278
    -4.70801    42.31880
    -4.70301    42.23510
    -4.69801    42.15227
    -4.69301    42.07088
    -4.68801    41.99146
    -4.68301    41.91449
    -4.67801    41.84042
    -4.67301    41.76968
    -4.66801    41.70261
    -4.66301    41.63954
    -4.65801    41.58076
    -4.65301    41.52650
    -4.64801    41.47694
    -4.64301    41.43223
    -4.63801    41.39248
    -4.63301    41.35774
    -4.62801    41.32804
    -4.62301    41.30336
    -4.61801    41.28363
    -4.61301    41.26877
    -4.60801    41.25864
    -4.60301    41.25310
    -4.59801    41.25196
    -4.59301    41.25499
    -4.58801    41.26198
    -4.58301    41.27266
    -4.57801    41.28675
    -4.57301    41.30399
    -4.56801    41.32405
    -4.56301    41.34664
    -4.55801    41.37145
    -4.55301    41.39817
    -4.54801    41.42647
    -4.54301    41.45604
    -4.53801    41.48659
    -4.53301    41.51782
    -4.52801    41.54943
    -4.52301    41.58116
    -4.51801    41.61275
    -4.51301    41.64395
    -4.50801    41.67454
    -4.50301    41.70432
    -4.49801    41.73311
    -4.49301    41.76074
    -4.48801    41.78708
    -4.48301    41.81203
    -4.47801    41.83548
    -4.47301    41.85737
    -4.46801    41.87768
    -4.46301    41.89638
    -4.45801    41.91349
    -4.45301    41.92905
    -4.44801    41.94310
    -4.44301    41.95575
    -4.43801    41.96709
    -4.43301    41.97725
    -4.42801    41.98639
    -4.42301    41.99465
    -4.41801    42.00224
    -4.41301    42.00935
    -4.40801    42.01620
    -4.40301    42.02301
    -4.39801    42.03004
    -4.39301    42.03753
    -4.38801    42.04574
    -4.38301    42.05494
    -4.37801    42.06540
    -4.37301    42.07739
    -4.36801    42.09121
    -4.36301    42.10711
    -4.35801    42.12539
    -4.35301    42.14630
    -4.34801    42.17012
    -4.34301    42.19711
    -4.33801    42.22751
    -4.33301    42.26158
    -4.32801    42.29953
    -4.32301    42.34158
    -4.31801    42.38795
    -4.31301    42.43880
    -4.30801    42.49431
    -4.30301    42.55462
    -4.29801    42.61987
    -4.29301    42.69017
    -4.28801    42.76559
    -4.28301    42.84620
    -4.27801    42.93204
    -4.27301    43.02313
    -4.26801    43.11944
    -4.26301    43.22093
    -4.25801    43.32755
    -4.25301    43.43919
    -4.24801    43.55574
    -4.24301    43.67703
    -4.23801    43.80290
    -4.23301    43.93312
    -4.22801    44.06747
    -4.22301    44.20568
    -4.21801    44.34744
    -4.21301    44.49244
    -4.20801    44.64033
    -4.20301    44.79073
    -4.19801    44.94322
    -4.19301    45.09739
    -4.18801    45.25277
    -4.18301    45.40888
    -4.17801    45.56523
    -4.17301    45.72128
    -4.16801    45.87650
    -4.16301    46.03032
    -4.15801    46.18217
    -4.15301    46.33145
    -4.14801    46.47755
    -4.14301    46.61986
    -4.13801    46.75776
    -4.13301    46.89060
    -4.12801    47.01776
    -4.12301    47.13859
    -4.11801    47.25245
    -4.11301    47.35872
    -4.10801    47.45676
    -4.10301    47.54596
    -4.09801    47.62569
    -4.09301    47.69537
    -4.08801    47.75441
    -4.08301    47.80226
    -4.07801    47.83838
    -4.07301    47.86224
    -4.06801    47.87337
    -4.06301    47.87130
    -4.05801    47.85561
    -4.05301    47.82590
    -4.04801    47.78183
    -4.04301    47.72308
    -4.03801    47.64936
    -4.03301    47.56046
    -4.02801    47.45618
    -4.02301    47.33639
    -4.01801    47.20100
    -4.01301    47.04996
    -4.00801    46.88328
    -4.00301    46.70103
    -3.99801    46.50332
    -3.99301    46.29031
    -3.98801    46.06223
    -3.98301    45.81936
    -3.97801    45.56202
    -3.97301    45.29060
    -3.96801    45.00553
    -3.96301    44.70730
    -3.95801    44.39644
    -3.95301    44.07356
    -3.94801    43.73928
    -3.94301    43.39430
    -3.93801    43.03934
    -3.93301    42.67518
    -3.92801    42.30263
    -3.92301    41.92254
    -3.91801    41.53582
    -3.91301    41.14337
    -3.90801    40.74616
    -3.90301    40.34516
    -3.89801    39.94138
    -3.89301    39.53584
    -3.88801    39.12958
    -3.88301    38.72365
    -3.87801    38.31912
    -3.87301    37.91706
    -3.86801    37.51853
    -3.86301    37.12461
    -3.85801    36.73635
    -3.85301    36.35481
    -3.84801    35.98102
    -3.84301    35.61601
    -3.83801    35.26077
    -3.83301    34.91627
    -3.82801    34.58346
    -3.82301    34.26325
    -3.81801    33.95652
    -3.81301    33.66410
    -3.80801    33.38678
    -3.80301    33.12533
    -3.79801    32.88043
    -3.79301    32.65275
    -3.78801    32.44289
    -3.78301    32.25138
    -3.77801    32.07873
    -3.77301    31.92536
    -3.76801    31.79165
    -3.76301    31.67792
    -3.75801    31.58442
    -3.75301    31.51135
    -3.74801    31.45885
    -3.74301    31.42700
    -3.73801    31.41580
    -3.73301    31.42522
    -3.72801    31.45517
    -3.72301    31.50549
    -3.71801    31.57596
    -3.71301    31.66634
    -3.70801    31.77631
    -3.70301    31.90551
    -3.69801    32.05355
    -3.69301    32.21998
    -3.68801    32.40431
    -3.68301    32.60604
    -3.67801    32.82461
    -3.67301    33.05944
    -3.66801    33.30993
    -3.66301    33.57547
    -3.65801    33.85540
    -3.65301    34.14907
    -3.64801    34.45582
    -3.64301    34.77499
    -3.63801    35.10590
    -3.63301    35.44789
    -3.62801    35.80029
    -3.62301    36.16246
    -3.61801    36.53376
    -3.61301    36.91356
    -3.60801    37.30127
    -3.60301    37.69631
    -3.59801    38.09814
    -3.59301    38.50624
    -3.58801    38.92011
    -3.58301    39.33931
    -3.57801    39.76343
    -3.57301    40.19207
    -3.56801    40.62492
    -3.56301    41.06168
    -3.55801    41.50208
    -3.55301    41.94593
    -3.54801    42.39306
    -3.54301    42.84335
    -3.53801    43.29672
    -3.53301    43.75314
    -3.52801    44.21262
    -3.52301    44.67520
    -3.51801    45.14098
    -3.51301    45.61009
    -3.50801    46.08268
    -3.50301    46.55895
    -3.49801    47.03914
    -3.49301    47.52350
    -3.48801    48.01232
    -3.48301    48.50588
    -3.47801    49.00453
    -3.47301    49.50859
    -3.46801    50.01841
    -3.46301    50.53434
    -3.45801    51.05674
    -3.45301    51.58596
    -3.44801    52.12235
    -3.44301    52.66624
    -3.43801    53.21796
    -3.43301    53.77780
    -3.42801    54.34603
    -3.42301    54.92291
    -3.41801    55.50865
    -3.41301    56.10342
    -3.40801    56.70735
    -3.40301    57.32055
    -3.39801    57.94304
    -3.39301    58.57482
    -3.38801    59.21583
    -3.38301    59.86593
    -3.37801    60.52495
    -3.37301    61.19264
    -3.36801    61.86869
    -3.36301    62.55274
    -3.35801    63.24434
    -3.35301    63.94298
    -3.34801    64.64811
    -3.34301    65.35907
    -3.33801    66.07519
    -3.33301    66.79568
    -3.32801    67.51974
    -3.32301    68.24648
    -3.31801    68.97497
    -3.31301    69.70422
    -3.30801    70.43319
    -3.30301    71.16081
    -3.29801    71.88596
    -3.29301    72.60749
    -3.28801    73.32421
    -3.28301    74.03493
    -3.27801    74.73841
    -3.27301    75.43342
    -3.26801    76.11873
    -3.26301    76.79309
    -3.25801    77.45527
    -3.25301    78.10405
    -3.24801    78.73823
    -3.24301    79.35664
    -3.23801    79.95814
    -3.23301    80.54163
    -3.22801    81.10604
    -3.22301    81.65038
    -3.21801    82.17369
    -3.21301    82.67509
    -3.20801    83.15375
    -3.20301    83.60893
    -3.19801    84.03993
    -3.19301    84.44618
    -3.18801    84.82714
    -3.18301    85.18238
    -3.17801    85.51156
    -3.17301    85.81441
    -3.16801    86.09076
    -3.16301    86.34053
    -3.15801    86.56372
    -3.15301    86.76043
    -3.14801    86.93083
    -3.14301    87.07518
    -3.13801    87.19384
    -3.13301    87.28723
    -3.12801    87.35586
    -3.12301    87.40029
    -3.11801    87.42118
    -3.11301    87.41923
    -3.10801    87.39521
    -3.10301    87.34995
    -3.09801    87.28430
    -3.09301    87.19919
    -3.08801    87.09557
    -3.08301    86.97440
    -3.07801    86.83671
    -3.07301    86.68350
    -3.06801    86.51582
    -3.06301    86.33471
    -3.05801    86.14120
    -3.05301    85.93632
    -3.04801    85.72111
    -3.04301    85.49655
    -3.03801    85.26364
    -3.03301    85.02331
    -3.02801    84.77649
    -3.02301    84.52405
    -3.01801    84.26682
    -3.01301    84.00560
    -3.00801    83.74113
    -3.00301    83.47409
    -2.99801    83.20510
    -2.99301    82.93475
    -2.98801    82.66355
    -2.98301    82.39194
    -2.97801    82.12032
    -2.97301    81.84901
    -2.96801    81.57829
    -2.96301    81.30836
    -2.95801    81.03936
    -2.95301    80.77137
    -2.94801    80.50443
    -2.94301    80.23850
    -2.93801    79.97351
    -2.93301    79.70933
    -2.92801    79.44576
    -2.92301    79.18259
    -2.91801    78.91955
    -2.91301    78.65634
    -2.90801    78.39262
    -2.90301    78.12803
    -2.89801    77.86217
    -2.89301    77.59463
    -2.88801    77.32497
    -2.88301    77.05276
    -2.87801    76.77754
    -2.87301    76.49884
    -2.86801    76.21622
    -2.86301    75.92921
    -2.85801    75.63737
    -2.85301    75.34025
    -2.84801    75.03743
    -2.84301    74.72850
    -2.83801    74.41307
    -2.83301    74.09078
    -2.82801    73.76128
    -2.82301    73.42427
    -2.81801    73.07945
    -2.81301    72.72659
    -2.80801    72.36545
    -2.80301    71.99587
    -2.79801    71.61768
    -2.79301    71.23078
    -2.78801    70.83509
    -2.78301    70.43056
    -2.77801    70.01720
    -2.77301    69.59503
    -2.76801    69.16411
    -2.76301    68.72454
    -2.75801    68.27646
    -2.75301    67.82001
    -2.74801    67.35540
    -2.74301    66.88283
    -2.73801    66.40254
    -2.73301    65.91479
    -2.72801    65.41988
    -2.72301    64.91809
    -2.71801    64.40974
    -2.71301    63.89517
    -2.70801    63.37471
    -2.70301    62.84870
    -2.69801    62.31750
    -2.69301    61.78146
    -2.68801    61.24093
    -2.68301    60.69627
    -2.67801    60.14781
    -2.67301    59.59589
    -2.66801    59.04085
    -2.66301    58.48301
    -2.65801    57.92265
    -2.65301    57.36009
    -2.64801    56.79559
    -2.64301    56.22940
    -2.63801    55.66178
    -2.63301    55.09293
    -2.62801    54.52306
    -2.62301    53.95236
    -2.61801    53.38098
    -2.61301    52.80908
    -2.60801    52.23676
    -2.60301    51.66415
    -2.59801    51.09133
    -2.59301    50.51837
    -2.58801    49.94532
    -2.58301    49.37225
    -2.57801    48.79916
    -2.57301    48.22609
    -2.56801    47.65304
    -2.56301    47.08003
    -2.55801    46.50704
    -2.55301    45.93408
    -2.54801    45.36114
    -2.54301    44.78821
    -2.53801    44.21529
    -2.53301    43.64239
    -2.52801    43.06952
    -2.52301    42.49669
    -2.51801    41.92393
    -2.51301    41.35128
    -2.50801    40.77880
    -2.50301    40.20656
    -2.49801    39.63463
    -2.49301    39.06312
    -2.48801    38.49214
    -2.48301    37.92184
    -2.47801    37.35237
    -2.47301    36.78389
    -2.46801    36.21660
    -2.46301    35.65070
    -2.45801    35.08643
    -2.45301    34.52402
    -2.44801    33.96374
    -2.44301    33.40585
    -2.43801    32.85065
    -2.43301    32.29842
    -2.42801    31.74948
    -2.42301    31.20414
    -2.41801    30.66273
    -2.41301    30.12557
    -2.40801    29.59299
    -2.40301    29.06532
    -2.39801    28.54287
    -2.39301    28.02599
    -2.38801    27.51497
    -2.38301    27.01013
    -2.37801    26.51176
    -2.37301    26.02014
    -2.36801    25.53553
    -2.36301    25.05819
    -2.35801    24.58834
    -2.35301    24.12619
    -2.34801    23.67192
    -2.34301    23.22571
    -2.33801    22.78769
    -2.33301    22.35796
    -2.32801    21.93662
    -2.32301    21.52372
    -2.31801    21.11929
    -2.31301    20.72334
    -2.30801    20.33584
    -2.30301    19.95674
    -2.29801    19.58596
    -2.29301    19.22340
    -2.28801    18.86892
    -2.28301    18.52237
    -2.27801    18.18357
    -2.27301    17.85232
    -2.26801    17.52841
    -2.26301    17.21159
    -2.25801    16.90161
    -2.25301    16.59820
    -2.24801    16.30107
    -2.24301    16.00994
    -2.23801    15.72450
    -2.23301    15.44444
    -2.22801    15.16945
    -2.22301    14.89920
    -2.21801    14.63339
    -2.21301    14.37169
    -2.20801    14.11380
    -2.20301    13.85941
    -2.19801    13.60822
    -2.19301    13.35993
    -2.18801    13.11429
    -2.18301    12.87100
    -2.17801    12.62983
    -2.17301    12.39054
    -2.16801    12.15290
    -2.16301    11.91671
    -2.15801    11.68180
    -2.15301    11.44798
    -2.14801    11.21512
    -2.14301    10.98308
    -2.13801    10.75177
    -2.13301    10.52109
    -2.12801    10.29097
    -2.12301    10.06139
    -2.11801     9.83229
    -2.11301     9.60368
    -2.10801     9.37558
    -2.10301     9.14800
    -2.09801     8.92100
    -2.09301     8.69464
    -2.08801     8.46899
    -2.08301     8.24416
    -2.07801     8.02023
    -2.07301     7.79734
    -2.06801     7.57561
    -2.06301     7.35518
    -2.05801     7.13619
    -2.05301     6.91880
    -2.04801     6.70317
    -2.04301     6.48944
    -2.03801     6.27781
    -2.03301     6.06842
    -2.02801     5.86144
    -2.02301     5.65705
    -2.01801     5.45541
    -2.01301     5.25668
    -2.00801     5.06101
    -2.00301     4.86856
    -1.99801     4.67949
    -1.99301     4.49391
    -1.98801     4.31198
    -1.98301     4.13381
    -1.97801     3.95952
    -1.97301     3.78922
    -1.96801     3.62300
    -1.96301     3.46095
    -1.95801     3.30314
    -1.95301     3.14965
    -1.94801     3.00052
    -1.94301     2.85580
    -1.93801     2.71552
    -1.93301     2.57971
    -1.92801     2.44838
    -1.92301     2.32153
    -1.91801     2.19914
    -1.91301     2.08121
    -1.90801     1.96771
    -1.90301     1.85859
    -1.89801     1.75382
    -1.89301     1.65334
    -1.88801     1.55708
    -1.88301     1.46499
    -1.87801     1.37697
    -1.87301     1.29297
    -1.86801     1.21288
    -1.86301     1.13661
    -1.85801     1.06407
    -1.85301     0.99516
    -1.84801     0.92978
    -1.84301     0.86781
    -1.83801     0.80915
    -1.83301     0.75370
    -1.82801     0.70132
    -1.82301     0.65192
    -1.81801     0.60538
    -1.81301     0.56158
    -1.80801     0.52042
    -1.80301     0.48178
    -1.79801     0.44554
    -1.79301     0.41161
    -1.78801     0.37986
    -1.78301     0.35020
    -1.77801     0.32252
    -1.77301     0.29672
    -1.76801     0.27269
    -1.76301     0.25035
    -1.75801     0.22960
    -1.75301     0.21035
    -1.74801     0.19251
    -1.74301     0.17600
    -1.73801     0.16073
    -1.73301     0.14663
    -1.72801     0.13363
    -1.72301     0.12166
    -1.71801     0.11063
    -1.71301     0.10050
    -1.70801     0.09120
    -1.70301     0.08268
    -1.69801     0.07487
    -1.69301     0.06772
    -1.68801     0.06120
    -1.68301     0.05524
    -1.67801     0.04981
    -1.67301     0.04486
    -1.66801     0.04037
    -1.66301     0.03628
    -1.65801     0.03257
    -1.65301     0.02921
    -1.64801     0.02617
    -1.64301     0.02342
    -1.63801     0.02094
    -1.63301     0.01870
    -1.62801     0.01668
    -1.62301     0.01486
    -1.61801     0.01323
    -1.61301     0.01176
    -1.60801     0.01045
    -1.60301     0.00927
    -1.59801     0.00822
    -1.59301     0.00727
    -1.58801     0.00643
    -1.58301     0.00568
    -1.57801     0.00501
    -1.57301     0.00442
    -1.56801     0.00389
    -1.56301     0.00342
    -1.55801     0.00301
    -1.55301     0.00264
    -1.54801     0.00232
    -1.54301     0.00203
    -1.53801     0.00177
    -1.53301     0.00155
    -1.52801     0.00135
    -1.52301     0.00118
    -1.51801     0.00103
    -1.51301     0.00090
    -1.50801     0.00078
    -1.50301     0.00068
    -1.49801     0.00059
    -1.49301     0.00052
    -1.48801     0.00045
    -1.48301     0.00039
    -1.47801     0.00034
    -1.47301     0.00030
    -1.46801     0.00027
    -1.46301     0.00024
    -1.45801     0.00021
    -1.45301     0.00019
    -1.44801     0.00018
    -1.44301     0.00016
    -1.43801     0.00016
    -1.43301     0.00015
    -1.42801     0.00015
    -1.42301     0.00016
    -1.41801     0.00016
    -1.41301     0.00018
    -1.40801     0.00019
    -1.40301     0.00021
    -1.39801     0.00024
    -1.39301     0.00026
    -1.38801     0.00030
    -1.38301     0.00034
    -1.37801     0.00039
    -1.37301     0.00045
    -1.36801     0.00052
    -1.36301     0.00059
    -1.35801     0.00068
    -1.35301     0.00078
    -1.34801     0.00090
    -1.34301     0.00103
    -1.33801     0.00118
    -1.33301     0.00136
    -1.32801     0.00156
    -1.32301     0.00178
    -1.31801     0.00204
    -1.31301     0.00233
    -1.30801     0.00265
    -1.30301     0.00303
    -1.29801     0.00345
    -1.29301     0.00392
    -1.28801     0.00445
    -1.28301     0.00506
    -1.27801     0.00573
    -1.27301     0.00649
    -1.26801     0.00735
    -1.26301     0.00830
    -1.25801     0.00937
    -1.25301     0.01057
    -1.24801     0.01191
    -1.24301     0.01340
    -1.23801     0.01506
    -1.23301     0.01691
    -1.22801     0.01897
    -1.22301     0.02126
    -1.21801     0.02379
    -1.21301     0.02660
    -1.20801     0.02971
    -1.20301     0.03315
    -1.19801     0.03695
    -1.19301     0.04114
    -1.18801     0.04575
    -1.18301     0.05082
    -1.17801     0.05640
    -1.17301     0.06253
    -1.16801     0.06924
    -1.16301     0.07660
    -1.15801     0.08465
    -1.15301     0.09344
    -1.14801     0.10304
    -1.14301     0.11350
    -1.13801     0.12490
    -1.13301     0.13729
    -1.12801     0.15075
    -1.12301     0.16536
    -1.11801     0.18119
    -1.11301     0.19833
    -1.10801     0.21687
    -1.10301     0.23689
    -1.09801     0.25848
    -1.09301     0.28175
    -1.08801     0.30680
    -1.08301     0.33372
    -1.07801     0.36262
    -1.07301     0.39362
    -1.06801     0.42683
    -1.06301     0.46236
    -1.05801     0.50032
    -1.05301     0.54085
    -1.04801     0.58406
    -1.04301     0.63006
    -1.03801     0.67900
    -1.03301     0.73098
    -1.02801     0.78614
    -1.02301     0.84459
    -1.01801     0.90647
    -1.01301     0.97189
    -1.00801     1.04097
    -1.00301     1.11383
    -0.99801     1.19059
    -0.99301     1.27135
    -0.98801     1.35622
    -0.98301     1.44530
    -0.97801     1.53869
    -0.97301     1.63648
    -0.96801     1.73875
    -0.96301     1.84557
    -0.95801     1.95700
    -0.95301     2.07312
    -0.94801     2.19395
    -0.94301     2.31954
    -0.93801     2.44992
    -0.93301     2.58509
    -0.92801     2.72507
    -0.92301     2.86983
    -0.91801     3.01935
    -0.91301     3.17359
    -0.90801     3.33251
    -0.90301     3.49603
    -0.89801     3.66407
    -0.89301     3.83653
    -0.88801     4.01330
    -0.88301     4.19426
    -0.87801     4.37925
    -0.87301     4.56812
    -0.86801     4.76070
    -0.86301     4.95679
    -0.85801     5.15620
    -0.85301     5.35870
    -0.84801     5.56406
    -0.84301     5.77203
    -0.83801     5.98235
    -0.83301     6.19476
    -0.82801     6.40897
    -0.82301     6.62469
    -0.81801     6.84161
    -0.81301     7.05941
    -0.80801     7.27779
    -0.80301     7.49640
    -0.79801     7.71493
    -0.79301     7.93302
    -0.78801     8.15034
    -0.78301     8.36655
    -0.77801     8.58129
    -0.77301     8.79422
    -0.76801     9.00501
    -0.76301     9.21331
    -0.75801     9.41877
    -0.75301     9.62108
    -0.74801     9.81990
    -0.74301    10.01492
    -0.73801    10.20583
    -0.73301    10.39232
    -0.72801    10.57412
    -0.72301    10.75093
    -0.71801    10.92251
    -0.71301    11.08859
    -0.70801    11.24895
    -0.70301    11.40336
    -0.69801    11.55161
    -0.69301    11.69353
    -0.68801    11.82894
    -0.68301    11.95768
    -0.67801    12.07962
    -0.67301    12.19465
    -0.66801    12.30266
    -0.66301    12.40358
    -0.65801    12.49734
    -0.65301    12.58391
    -0.64801    12.66325
    -0.64301    12.73535
    -0.63801    12.80024
    -0.63301    12.85793
    -0.62801    12.90848
    -0.62301    12.95194
    -0.61801    12.98839
    -0.61301    13.01793
    -0.60801    13.04067
    -0.60301    13.05672
    -0.59801    13.06622
    -0.59301    13.06933
    -0.58801    13.06619
    -0.58301    13.05699
    -0.57801    13.04189
    -0.57301    13.02110
    -0.56801    12.99481
    -0.56301    12.96322
    -0.55801    12.92656
    -0.55301    12.88503
    -0.54801    12.83886
    -0.54301    12.78827
    -0.53801    12.73350
    -0.53301    12.67478
    -0.52801    12.61233
    -0.52301    12.54640
    -0.51801    12.47720
    -0.51301    12.40498
    -0.50801    12.32995
    -0.50301    12.25235
    -0.49801    12.17239
    -0.49301    12.09029
    -0.48801    12.00625
    -0.48301    11.92049
    -0.47801    11.83320
    -0.47301    11.74456
    -0.46801    11.65475
    -0.46301    11.56396
    -0.45801    11.47233
    -0.45301    11.38002
    -0.44801    11.28718
    -0.44301    11.19393
    -0.43801    11.10040
    -0.43301    11.00669
    -0.42801    10.91289
    -0.42301    10.81910
    -0.41801    10.72538
    -0.41301    10.63180
    -0.40801    10.53840
    -0.40301    10.44523
    -0.39801    10.35229
    -0.39301    10.25962
    -0.38801    10.16720
    -0.38301    10.07503
    -0.37801     9.98308
    -0.37301     9.89132
    -0.36801     9.79972
    -0.36301     9.70821
    -0.35801     9.61675
    -0.35301     9.52525
    -0.34801     9.43365
    -0.34301     9.34187
    -0.33801     9.24981
    -0.33301     9.15738
    -0.32801     9.06450
    -0.32301     8.97105
    -0.31801     8.87693
    -0.31301     8.78205
    -0.30801     8.68630
    -0.30301     8.58958
    -0.29801     8.49179
    -0.29301     8.39283
    -0.28801     8.29261
    -0.28301     8.19103
    -0.27801     8.08803
    -0.27301     7.98352
    -0.26801     7.87744
    -0.26301     7.76971
    -0.25801     7.66030
    -0.25301     7.54915
    -0.24801     7.43624
    -0.24301     7.32154
    -0.23801     7.20504
    -0.23301     7.08674
    -0.22801     6.96666
    -0.22301     6.84480
    -0.21801     6.72122
    -0.21301     6.59596
    -0.20801     6.46906
    -0.20301     6.34061
    -0.19801     6.21067
    -0.19301     6.07935
    -0.18801     5.94674
    -0.18301     5.81295
    -0.17801     5.67810
    -0.17301     5.54232
    -0.16801     5.40574
    -0.16301     5.26852
    -0.15801     5.13078
    -0.15301     4.99270
    -0.14801     4.85444
    -0.14301     4.71614
    -0.13801     4.57798
    -0.13301     4.44014
    -0.12801     4.30277
    -0.12301     4.16604
    -0.11801     4.03013
    -0.11301     3.89520
    -0.10801     3.76142
    -0.10301     3.62894
    -0.09801     3.49793
    -0.09301     3.36854
    -0.08801     3.24091
    -0.08301     3.11519
    -0.07801     2.99150
    -0.07301     2.86999
    -0.06801     2.75076
    -0.06301     2.63393
    -0.05801     2.51960
    -0.05301     2.40787
    -0.04801     2.29881
    -0.04301     2.19252
    -0.03801     2.08906
    -0.03301     1.98848
    -0.02801     1.89083
    -0.02301     1.79615
    -0.01801     1.70448
    -0.01301     1.61583
    -0.00801     1.53022
    -0.00301     1.44765
     0.00199     1.36812
     0.00699     1.29161
     0.01199     1.21812
     0.01699     1.14761
     0.02199     1.08004
     0.02699     1.01539
     0.03199     0.95360
     0.03699     0.89462
     0.04199     0.83840
     0.04699     0.78488
